wave number,-5_1,-5_2,-5_3,-5_4,-5_5,-5_6,-5_7,-5_8,-7_1,-7_2,-7_3,-8_1,-8_2,-8_3,-8_4,-9_1,-9_2,-9_3,-9_4,-10_1,-10_2,-10_3
1856.46,18693.6,17513,13898.6,6790.25,22325.7,26062,40286.2,31639.2,10734.1,28215.5,19903.9,35929.9,40495.4,20190.4,23358.3,45406.5,21101.8,22869.2,37123.7,7938.96,41863,11969.9
1857.95,18799.8,17461.2,13919.3,6739.54,22082.2,25926,40154.8,31703.1,10937.4,28051.4,19919.5,35964.4,40289.4,20327.4,23334.9,45356.1,21076.5,22720,37356.3,7924,41861.3,12014.8
1859.45,18669.6,17557.6,13886.4,6785.55,21957.3,25911.5,40033.9,31639.6,10753.2,28060.9,19949.5,35942.3,40306.2,20176.1,23302.5,45168.3,21151.7,22924.5,37085.1,7892.42,41831.2,11880.7
1860.94,18715.7,17469.9,13865.7,6738.85,22047.4,25885,40231.9,31237.1,10729.4,28001.2,19789.9,35687.4,40140.7,20103.7,23195.5,45138.2,21163.3,22796.7,36976.3,7879.61,41731.4,11972.8
1862.43,18642.6,17435.5,13817.8,6655.11,21934.4,25888,40180.3,31090.6,10721.3,27896.9,19923.6,35401.5,40080.8,19922.7,23225.3,44959.6,21079.2,22840.4,37063.6,7865.96,41572.9,11925.6
1863.92,18558.1,17390.4,13785.9,6682.99,21908.9,25698,39896.4,31166.7,10695.9,27607.4,19868.6,35708.8,39748.4,20040.8,23083.2,44862.4,20875.1,22661.9,36670.1,7777.51,41476.8,11906.8
1865.42,18546.3,17212.3,13847.2,6716.99,21760.1,25723.7,39861.8,31003.2,10646,27717.4,19725.9,35299.9,39661.4,19952.1,23195.5,44772.9,21089.2,22654.9,37091.2,7807.57,41607.5,11827.6
1866.91,18538.5,17278.8,13661.1,6746.69,21744.3,25753.7,39625.8,31041.7,10515.7,27503.6,19708.1,35285.2,39725.6,19740.9,23143.8,44717.2,21177.1,22648,36836.5,7719.9,41294.3,11879.4
1868.4,18485.4,17188.4,13728.3,6697.03,21809.1,25827.8,39596.7,30587.2,10630.7,27571.4,19780.5,35244.2,39651.5,19649.6,23053.6,44433.3,20970.6,22583.9,36746.2,7798.12,41401.5,11940.5
1869.89,18456.8,17188.5,13689.3,6705.9,21768.8,25592.9,39613.4,30328.6,10614.5,27397.2,19760.6,35003.6,39448.1,19537.8,22973.3,44474.1,20961.9,22583,36704.3,7722.4,41374.9,11951.6
1871.38,18606.8,17145.2,13763.4,6683.21,21712.3,25611,39619.8,30580.5,10561.8,27390.3,19648.5,34999.4,39372.4,19587.7,22989.1,44320.6,20947.6,22580.7,36589.4,7693.06,41373.7,11835.8
1872.87,18484.4,17080.2,13715.8,6663.29,21572.9,25412.3,39749,30289,10498.1,27274.6,19673.6,35066,39155.5,19485.6,22789.4,44117.2,20861.2,22612.2,36642.1,7611.12,41145.2,11837.5
1874.36,18400.7,17002.9,13521.9,6702.6,21430.9,25357,39447.8,29990.1,10472.7,27122.8,19722,34961.5,39153.5,19487.2,22833.8,44038.9,20939.8,22558.9,36549.7,7672.26,40895.2,11790.1
1875.85,18407.4,17045.5,13573.9,6668.52,21520.3,25274.9,39392.4,30130.2,10478,27124.2,19597.4,34937.8,39029,19387.2,22692.6,44114,21100.7,22360.7,36487.5,7646.56,40968.2,11860.2
1877.34,18279.8,17011.1,13489.5,6681.15,21367.2,25241.6,39313.1,30056.1,10388.3,26936.5,19547.3,34742.5,38835.7,19329.3,22791.9,43840,20926.5,22416.7,36330.6,7580.85,41016.8,11770.1
1878.83,18312,16969.9,13605.5,6647.22,21398.3,25296.5,39286.5,29845.1,10326,26798.6,19529,34728.4,38873.7,19231,22762.9,43869.8,20815.8,22388.2,36354.3,7616.06,40830.3,11781.5
1880.32,18345.5,16773.6,13503.6,6666.87,21281.8,25231,39134.4,29651.4,10423.7,26837.5,19567.5,34576.3,38641.8,19251.5,22631.7,43405.3,20869.8,22439.1,36094.2,7649.52,40819.9,11666.3
1881.81,18237,16842.2,13506.3,6776.55,21092.5,25081,39064.2,29502.1,10348,26798.2,19537.6,34485,38477.4,19171,22716.8,43654.8,20843.6,22311.1,36277.8,7617.03,40727.3,11745.2
1883.3,18277.6,16778.8,13451.3,6739.74,21182.1,25165.9,39085.4,29455.3,10298.1,26655.2,19363.8,34460.5,38557.4,18929.3,22752.1,43435.1,20837.8,22299.1,36207.9,7607.53,40549.3,11745.4
1884.79,18207.1,16842.8,13467,6730.74,21104.7,25129.4,39048.3,29478.7,10332.4,26532.2,19487.2,34374.5,38490.5,18935,22444.1,43351.9,20878.4,22342,36315.6,7470.87,40633.5,11731.1
1886.28,18216.5,16764.4,13421.9,6651.61,21097.4,25004.2,38923.8,29258.3,10251.8,26547.3,19457.3,34268.3,38316.2,18861.1,22477.8,43189.1,20791.3,22318.9,36141.9,7563.28,40465.4,11712.4
1887.77,18251.8,16729.6,13361.6,6593.12,20928.3,24927.4,38725.8,29295,10281.1,26367.7,19411.8,34100.3,38240.4,18899.7,22497.6,43015.7,20776.9,22216.5,35967.4,7443.05,40645.6,11740
1889.26,18112.8,16681.6,13338.1,6731.98,21031.2,24848.3,38739.5,28946.7,10233.8,26344.8,19417.8,34037.8,38087.9,18856,22434.9,42813.4,20694.8,22244.5,36046.4,7434.13,40499.7,11740
1890.74,18210.4,16611.5,13403.4,6663.44,20923,24883,38737.8,28893.5,10261.6,26329.7,19262.8,34064.4,37821.5,18716.9,22435.6,42949,20735.9,22225.8,36033.5,7476.52,40335.1,11829.3
1892.23,18146,16607.1,13327.8,6692.56,20890.2,24832,38662.7,28757.5,10104.4,26069.3,19266.3,34058.2,37792.5,18764.3,22287.7,42733.5,20718.4,22147.9,35949.6,7458.48,40430.2,11638.7
1893.72,18172.3,16642.3,13282.2,6673.41,20721.8,24772,38570.2,28621.9,10173.5,26283.3,19239.3,33977.4,37814.2,18587.4,22295.6,42747.7,20741.4,22191.9,36045.3,7415.75,40459,11706.6
1895.2,17997.3,16572.4,13384.5,6669.94,20775.5,24831,38709,28482.1,10113.1,26149.5,19382,33892.1,37661.3,18507.2,22266.1,42495,20789.1,22288.6,35734.1,7418.71,40199.5,11646.3
1896.69,18116.4,16608.9,13231.5,6679.63,20650.4,24680.3,38438,28546.5,10072.7,26075.3,19393.5,33752.8,37654.5,18530.5,22330.7,42639.6,20689.4,22081.5,35772.3,7354.61,40076.2,11685.1
1898.18,18182.2,16575.4,13412.6,6685.36,20782.1,24666.9,38459.9,28366.2,10087.7,25977.4,19276,33823.8,37429.8,18400.8,22282.3,42719.9,20773.1,22148.1,35928.9,7372.77,40369.4,11694.6
1899.66,17949.4,16599.5,13123.6,6661.09,20620.6,24590.2,38427.4,28276.7,10106.5,26047.3,19345.2,33728.9,37398.1,18312.3,22360.6,42509,20679.3,22124.7,35708.5,7385.38,40179.1,11691.6
1901.15,18178.8,16469.9,13206.3,6676.25,20552.3,24611.5,38426.4,28048.3,10088.4,25818,19419.3,33546.4,37361.4,18356.1,22332.4,42230.8,20832.5,22249.9,35721.2,7306.96,40192.5,11598.8
1902.63,17968.7,16467.5,13239.4,6622.54,20560.5,24571.1,38175.4,28058.7,10132.8,25815.9,19271.7,33472.8,37182.4,18274.5,22157.8,42333.4,20757.6,22204.4,35650.2,7242.79,40354.8,11672.1
1904.12,18113.8,16467.8,13217.2,6721.42,20569,24533.6,38459,27939.1,9955.92,25785.6,19256.8,33539.3,37300.9,18081.3,22197,42422.9,20756.5,22266.8,35489.8,7275.31,40077.3,11591.3
1905.6,18104.3,16459.2,13283.3,6712.92,20447.3,24487.3,38201.9,27817.6,9980.07,25721.1,19154.3,33562.2,37116.2,18227,22249,42275.1,20830.7,22141.8,35595.4,7321.82,40183,11690.6
1907.09,17987.2,16475.5,13202.3,6679.62,20410.5,24462.9,38151.8,27827.6,9983.1,25779.4,19240.1,33448.3,37308.9,18155.8,22188.5,42193,20845.8,22070.4,35687.7,7268.1,40207.3,11689.2
1908.57,18089.4,16489.6,13162.8,6623.02,20376.3,24471.7,38454.3,27796,9994.61,25626.8,19233.3,33506.1,37119.9,18146.1,22241.7,42213.7,20866,22042.7,35723.4,7266.34,40138.4,11650.3
1910.06,18008.1,16447.9,13144.1,6651.44,20394.3,24539.5,38139.3,27697.7,9985.31,25677.3,19204.6,33473.9,37061.6,18176.8,22088.3,42315.5,20821.4,22305.9,35669.5,7282.65,40249.6,11596.7
1911.54,18032.6,16449.2,13201.4,6647.71,20503.6,24663.3,38370,27733.9,9955.44,25503.4,19352.5,33429.2,37167.2,18184.2,22161.8,42158.3,21004.2,22192,35698.9,7303.14,40224.1,11771.3
1913.02,18169.1,16330.7,13156.1,6585.34,20388.3,24478.2,38217.4,27805.4,9929.01,25774.2,19347.4,33406.1,37081,18149.3,22039.3,42008.7,20776.7,22069.5,35650.3,7242.44,40203,11704
1914.51,18002.7,16457.2,13221.4,6669.94,20480.6,24581.6,38348,27635.3,9917.09,25797.1,19089.4,33370.3,37059.3,18144.1,22205.3,42086.1,20792.2,22247.2,35767.7,7284.69,40210,11691.8
1915.99,18054.6,16640.2,13302.4,6626.2,20497.3,24775.6,38337.7,27557.8,9968,25505.8,19200.2,33419.8,37186.3,18159.5,22238.7,42051.2,20856.3,22169.4,35717.4,7300.45,40192.1,11713.2
1917.47,18024.3,16426.7,13278.6,6580.56,20412.6,24590.8,38391.1,27789.1,9989.16,25752.8,19093,33481.8,37126.1,18098.3,22215.4,42181.4,20978.9,22095.3,35837,7222.91,40300.5,11724.7
1918.95,18131,16385.8,13309.3,6570.01,20428.1,24440.8,38075.6,27684.5,10028.9,25802.8,19311.8,33441.4,36972.6,18121.8,22202.7,42291.9,20962.6,22239.1,35732.4,7339.64,40265.5,11692.7
1920.44,18089.4,16363.4,13245.4,6655.74,20460.5,24538,38563.9,27761.2,9987.73,25674.7,19289.2,33514.8,37085.4,18114.9,22242.2,42220.1,20915.7,22276.4,35761,7294.44,39931.3,11663.9
1921.92,18093.5,16506.4,13271.9,6594.46,20599,24449.8,38604.6,27717,9966.11,25648.7,19297.3,33476.6,37135,18173.9,22224.7,42266.3,20988.5,22265.1,35901.8,7299.24,40418.4,11719.8
1923.4,18169.6,16448.1,13308.7,6537.24,20672.2,24635.2,38442.6,27683.8,9973.6,25649.6,19291.8,33512.1,37279.5,18184.6,22169,42174.8,21056.7,22370.3,35819.4,7285.11,40286,11780.8
1924.88,18110.4,16411.9,13244.9,6589,20533.3,24684.5,38438,27459.9,9924.6,25654.6,19310.4,33569.8,37005.3,18100.5,22288.1,42317.9,20925,22318.5,35837.2,7244.29,40317.2,11609
1926.36,18118.8,16545.4,13215,6570.31,20538.4,24638.5,38522,27602.2,9896.47,25699.7,19451.6,33550.5,37071.9,18133,22309.5,42304.3,21070.9,22185.8,35912.4,7346.98,40373.6,11683.3
1927.84,18174.2,16383.3,13226.6,6510.58,20455.8,24709.6,38532.4,27655.5,9873.87,25731.9,19469.7,33585,37158.2,18161.8,22331.1,42247.7,20943.3,22362.4,35963.4,7291.59,40490.3,11750.1
1929.32,18268.9,16504,13285.1,6555.86,20522.2,24590.1,38490.9,27578.7,10007.9,25646.9,19447.9,33477.1,37098.2,18099,22230.3,42349.8,20941,22187.8,35859.2,7278.54,40238.5,11749.9
1930.8,18286.1,16582.8,13236.5,6532.17,20550.4,24663.3,38353.2,27561.1,9950.82,25521.1,19465.9,33622.4,37260.3,18038.3,22266.7,42460.5,21008.7,22481.6,35861,7277.83,40395.9,11719.7
1932.28,18183.6,16473.7,13249.3,6539.19,20496.4,24680.3,38548.6,27626.4,9960.14,25698.8,19475.8,33285,37092.9,18064.2,22285.2,42192.1,21100.5,22281.7,35980.6,7353.17,40317.5,11780.3
1933.76,18099.3,16474.5,13282.4,6471.92,20440.3,24615.4,38518.4,27547.2,9920.06,25551.7,19508,33390.4,37204.1,18017,22331.3,42201,21089.1,22359.1,35906.9,7264.89,40512.8,11742.7
1935.24,18304.5,16493.2,13232.6,6607.75,20389.4,24666.4,38542.3,27458.2,9931.73,25638.7,19441.8,33453.7,37156.9,18053.6,22390,42244.6,21052.1,22344.6,35916.2,7211.22,40335.7,11865.3
1936.72,18209.5,16472.4,13230.8,6548.98,20461.9,24714.5,38230.9,27486,9991.13,25611.6,19433.5,33634.9,37190.5,18039.6,22304.6,42373.5,21073,22355.4,35893,7254.59,40538.5,11773.8
1938.2,18178.6,16398.6,13318.3,6545.23,20461.1,24763.3,38543.5,27349,9922.15,25592,19340.7,33399.7,37019.6,18003.3,22451,42151.9,21199.2,22315.8,35899.2,7276.29,40470.2,11805.7
1939.68,18137.9,16503.3,13240.8,6517.21,20522.8,24531.6,38453.8,27362.6,9954.43,25590.8,19477.2,33494.2,37096.7,17956.6,22147.5,42267.2,21035.8,22396.6,35925,7266.18,40494.6,11717.2
1941.16,18223.8,16338.1,13142.4,6594.13,20486.9,24686.6,38528.6,27189.2,9983.03,25564.4,19487.6,33326.9,36876.5,17897.5,22197.1,42133.4,21277.8,22470,35932.3,7276.84,40609.8,11692.9
1942.64,18242.8,16341.5,13260.8,6537.02,20469.3,24609.1,38611.7,27331.8,9962.74,25558.9,19467.5,33479,36978.7,17848.6,22232.9,42055,21246.3,22400.7,36062.3,7216.4,40626.1,11840.6
1944.11,18314.9,16298.2,13215,6577.6,20267,24638.8,38466.1,27129.4,9879.25,25424.7,19565.9,33403.5,36950.7,17912.4,22297.8,42120.7,21353.7,22532.9,35858.7,7251.65,40498.9,11824.7
1945.59,18288.6,16350.3,13233,6547.08,20288.8,24571.3,38528.9,27064.4,9866.36,25437.5,19335.8,33250.7,36845.1,17845.6,22364.9,42073.6,21177.6,22387.6,36144.5,7243.84,40452.5,11760.6
1947.07,18271.2,16314.6,13269.3,6516.82,20342.7,24451.8,38289.7,27082.3,9946.62,25309.9,19510.9,33360.4,36677.2,17820.5,22305.4,41946.4,21152.3,22456.8,35912.7,7230.64,40521.1,11794.3
1948.54,18269.9,16279.8,13204.2,6496.81,20310.2,24470.4,38533.4,26927.8,9888.53,25413.2,19444.2,33090.1,36551,17718.8,22140.5,41707.4,21234.8,22410.7,35896.7,7228.91,40291.2,11755.4
1950.02,18172.3,16497.1,13208.1,6420.29,20234.9,24603.9,38544.5,26643.1,9849.68,25302.6,19596,33225.2,36651.4,17690.3,22299.5,41891.4,21192.6,22449.4,35914.9,7138.65,40360.7,11775.2
1951.5,18198.3,16288.1,13148.8,6556.12,20178.1,24620.6,38366.4,26541.1,9758.87,25198.3,19412.9,33087.3,36755.9,17665.2,22274.6,41697,21235.3,22512.1,35954.1,7156.45,40290.1,11798.8
1952.97,18168.2,16319.8,13146.5,6469.29,20259.9,24391.6,38510.5,26346.8,9806.03,25066.7,19362.2,33150.3,36463.8,17535,22158.2,41802.6,21039.9,22343.9,35725.6,7137.3,40459.1,11931.6
1954.45,18208.9,16220.8,13111.5,6422.17,20111.5,24423.7,38131.9,26262.8,9780.18,24956,19370.8,33011.8,36432.9,17577.5,22333.1,41533.9,21317.9,22440.1,35843.3,7106.72,40187,11749.7
1955.92,18172.3,16324.3,13009,6522.19,20108.8,24378.1,38175.2,25995.3,9684.76,24813,19284.1,32766.4,36352.8,17392.8,22254.7,41395.1,21211.9,22360.1,35764.9,7096.73,40110,11843.9
1957.4,18136.2,16216,13138.3,6512.57,19932.9,24299,37979.5,26016.1,9717.27,24719.9,19363.5,32824.2,36172.5,17195.7,22235.5,41192.7,21307.4,22378.3,35566.4,7147.17,40224.9,11788.6
1958.88,18152.4,16195.4,12997.9,6434.79,19911.2,24105.8,38006.1,25720.2,9722.24,24654.4,19446,32672.7,35925.7,17123.3,22090.8,41052.7,21186.1,22332.3,35535.5,7032.45,40162.6,11895.7
1960.35,18016.3,16125,13090,6501.21,19866.1,24072.2,37768.1,25402.1,9621.71,24539.5,19342.9,32564.6,35752,17107.2,22037.4,40950.8,21350.2,22264.2,35528.5,7015.85,40121.3,11856.6
1961.82,17982.6,15977.2,13033,6581.04,19802.5,24022.6,37717.1,25100.1,9500.86,24400.4,19257.2,32182.1,35472.3,16849.1,22069.8,40815.1,21320.1,22375,35550.3,6962.89,40032.2,11883.5
1963.3,18024.7,15999.4,12892.7,6606.15,19734.4,24007.8,37596.9,24802.1,9476.29,24098.8,19327.2,32025.8,35279.9,16656.8,21927,40387.6,21172.6,22211.9,35361.5,6873.82,39727.7,11795.6
1964.77,17982.7,15932.4,12829,6517.79,19537.5,23737.5,37299.7,24543.1,9448.66,23958.1,19212.7,32046.5,34957.8,16644,21681.4,40167.7,21097,22249.2,34889.3,6782.69,39736.3,11744
1965.06,17956,15892,12804,6440.74,19448,23628,37186,24350,9422,23862,19172,31990,34794,16592,21604,40050,21088,22258,34738,6746,39720,11738
1966.54,18022,15820,12844,6436,19356,23482,37324,24268,9398,23770,19208,31814,34898,16576,21832,40080,21208,22074,35202,6856,39630,11738
1968.02,17882,15702,12686,6562,19444,23574,37388,24136,9366,23754,19412,31736,34762,16444,21940,40162,21152,22138,35002,6806,39646,11860
1969.5,17972,15746,12782,6490,19152,23698,37444,24094,9352,23870,19362,31876,34918,16342,21696,40032,21146,22174,34806,6846,39316,11682
1970.98,17928,15898,12864,6488,19310,23634,37518,24084,9302,23724,19306,31676,34720,16446,21644,40018,21014,22138,34936,6828,39370,11780
1972.46,17990,15672,12720,6530,19212,23728,37632,24288,9446,23726,19172,31668,34712,16340,21894,40134,21140,22070,35090,6760,39458,11814
1973.94,17904,15602,12796,6470,19262,23644,37464,24092,9392,23904,19086,31438,34750,16406,21486,39824,21258,22144,34920,6852,39298,11782
1975.42,17908,15688,12948,6564,19184,23498,37056,24260,9354,23428,19134,31704,34692,16260,21402,39718,20992,22204,34864,6762,39478,11702
1976.89,17784,15756,12808,6564,19294,23520,37286,23892,9232,23742,18922,31706,34682,16324,21594,39904,21058,22066,34646,6770,38916,11656
1978.37,17860,15652,12692,6486,19094,23408,36978,23822,9338,23678,19206,31576,34518,16344,21724,39732,20916,22124,34784,6626,39248,11606
1979.85,17684,15750,12712,6558,19148,23620,37168,23866,9296,23438,18956,31426,34640,16266,21716,39972,20880,21976,34524,6732,39286,11506
1981.33,17728,15670,12640,6576,19178,23454,37042,24046,9278,23462,18958,31478,34570,16304,21552,39736,21058,22096,34474,6770,39242,11592
1982.81,17816,15642,12674,6578,19144,23598,37244,24104,9306,23520,18810,31580,34416,16416,21506,39470,20994,21902,34500,6666,39296,11506
1984.28,17692,15584,12704,6490,19062,23398,36972,23872,9330,23444,18874,31280,34528,16270,21764,39618,20998,22020,34768,6612,38994,11572
1985.76,17588,15788,12648,6428,19058,23282,36990,23842,9202,23412,19142,31448,34356,16176,21226,39696,20908,21882,34620,6728,38906,11474
1987.23,17756,15744,12662,6462,19040,23338,36960,23896,9196,23536,18972,31526,34474,16176,21532,39512,20954,21928,34748,6606,39064,11692
1988.71,17618,15530,12554,6492,18922,23506,36812,23780,9252,23464,18964,31398,34202,16114,21478,39618,20902,21844,34728,6830,39186,11548
1990.19,17580,15498,12590,6556,18930,23364,36708,23684,9292,23280,18878,31308,34388,16150,21316,39428,20820,21770,34672,6640,39022,11442
1991.66,17546,15626,12390,6522,18936,23312,36684,23780,9176,23294,19020,31390,34304,16086,21470,39168,20830,21918,34516,6698,39092,11480
1993.14,17620,15548,12470,6632,19092,23268,36860,23674,9084,23252,18730,31220,34152,16106,21594,39228,20832,21732,34272,6788,38900,11442
1994.61,17444,15386,12528,6584,18866,23122,36622,23624,9170,23346,18794,31396,34138,16052,21292,39190,20776,21876,34686,6710,38786,11492
1996.09,17512,15274,12608,6528,18870,23226,36798,23742,9160,23634,18890,31394,34406,16132,21232,39356,20938,21790,34162,6662,38774,11466
1997.56,17598,15312,12404,6522,18968,23188,36354,23628,9144,23346,18928,31340,34300,16178,21324,39084,20774,21860,34704,6694,38658,11652
1999.04,17452,15586,12518,6440,18734,23176,36642,23478,9206,23276,18850,31134,33946,16024,21278,39218,20846,21644,34128,6648,38642,11448
